vid_id,frame_order,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index
307,10,-44.724438,-28.243797,19.391031,-47.70878,-27.889896,22.959135,-47.9052,-27.567476,22.954275,-48.14409,-27.244917,22.945538,-47.90727,-27.181044,12.740569,-48.222523,-26.390585,12.741606,-48.59518,-25.56777,12.738559,-49.551193,-20.238642,39.556496,-50.104256,-18.336401,-6.1801333,-42.980877,-24.927044,26.405924,-43.08742,-23.817448,13.036716,-37.018005,-9.743284,61.777008,-42.727383,3.3657808,-28.464472,-22.29665,-27.214352,52.03652,-25.958178,-17.987528,-22.8901,-35.64912,-48.894405,9.882692,-36.260235,-43.829453,24.135632,-39.389713,-54.119915,3.941528,-39.103966,-50.967224,26.740509,-41.68777,-51.57519,7.269269,-41.23515,-48.114006,25.96331,-40.00043,-48.316227,8.899197,-40.414776,-45.40107,25.819105,0.8747519,-4.2627335,30.24337,-0.8747519,4.262744,-30.24337,28.808334,-23.999828,13.70701,29.486784,-23.246006,-38.873367,59.505318,-1.4028778,13.273881,61.380928,2.2246163,-37.733143,65.3099,7.053233,12.080484,66.75265,12.003433,-37.60765,69.71802,-22.7542,-1.1555088,70.79802,-19.277092,-50.867115
307,11,-41.490868,-36.15661,22.843412,-44.427975,-36.62071,26.874266,-44.58456,-36.383774,26.856506,-44.803074,-36.14503,26.841667,-44.601078,-35.811546,17.053427,-44.912743,-34.956406,17.063982,-45.30403,-34.075336,17.054699,-46.444508,-28.675694,44.935604,-47.10821,-26.523006,0.8105275,-39.59073,-32.90719,30.218025,-39.578297,-31.350288,17.340256,-34.934788,-19.784157,64.12834,-41.34126,-4.3397675,-22.198717,-22.59935,-41.46924,50.141388,-24.098759,-25.515553,-38.044132,-35.147415,-61.75193,-3.6832619,-35.28122,-49.743668,-23.833618,-39.58294,-65.80346,-12.385771,-38.180332,-57.066788,-26.686214,-42.116344,-68.73718,-9.826509,-39.12078,-55.7011,-26.352655,-40.902283,-65.16512,-5.252282,-38.343178,-52.88005,-22.630402,1.690298,-6.101709,30.179102,-1.690298,6.101709,-30.179102,30.25145,-31.978777,11.644587,29.467169,-29.758856,-38.032013,63.563942,-7.680783,7.684329,64.189926,-6.547541,-43.918564,69.00661,0.35261303,6.2000375,69.65319,2.5028744,-44.639088,72.90177,-27.468288,-8.34212,73.85656,-27.797436,-59.426517
307,12,-39.99547,-37.973236,29.465702,-43.17231,-39.18576,33.699245,-43.301643,-38.947067,33.673466,-43.447674,-38.719185,33.65749,-43.533142,-38.45318,23.515623,-43.944313,-37.615902,23.514904,-44.399582,-36.77024,23.498913,-45.46772,-31.888924,50.0974,-46.603382,-29.496717,4.3553495,-38.482605,-34.247814,36.250744,-38.74557,-33.02336,22.87946,-35.322372,-19.517834,69.38355,-40.74935,-5.242894,-21.015245,-14.0939665,-21.758965,81.38312,-19.791359,-22.720827,-31.105497,-7.807762,-31.219217,54.293865,-22.675045,-58.616627,-18.532957,-5.12453,-33.903954,51.040184,-23.590933,-67.935135,-22.623478,-8.469968,-34.41902,47.49262,-28.23011,-63.981586,-20.967588,-9.725906,-33.376534,51.353455,-27.797771,-62.407482,-16.906157,1.4225583,-6.429428,28.993359,-1.4225689,6.429428,-28.993359,29.85965,-35.70241,-1.4891014,28.714865,-32.18953,-58.05657,62.606968,-8.608616,-5.9738007,62.653656,-6.121195,-66.96495,67.746666,0.059512876,-7.802787,67.53873,4.261209,-67.912254,72.72719,-28.775465,-25.02023,73.115524,-27.249428,-85.78142
307,13,-38.177357,-40.766266,31.616634,-41.15387,-42.135254,37.326736,-41.30611,-42.114883,37.294388,-41.512356,-42.075184,37.273716,-41.509144,-40.908722,26.993269,-41.910233,-40.000126,26.999918,-42.38397,-38.991158,26.981567,-43.527115,-35.637127,58.838184,-44.226368,-32.43988,11.788226,-36.5239,-37.372208,39.976627,-36.809464,-35.48802,26.268711,-33.409603,-23.999279,79.32588,-40.046684,-7.689423,-16.912104,-13.686438,-30.377552,86.89881,-18.35929,-23.701311,-44.191257,-5.1326604,-56.62473,55.309273,-15.4177885,-59.764626,-51.467567,-2.555119,-64.16827,51.98448,-13.588794,-68.123665,-59.44339,-5.2031293,-66.548874,45.95147,-19.513222,-65.37673,-56.508213,-6.093688,-63.149345,51.214123,-19.586967,-63.793312,-50.02137,1.8991698,-7.059236,29.739025,-1.8991698,7.059236,-29.739025,27.903439,-36.154285,-8.257956,27.456915,-33.043484,-61.627655,60.85602,-10.585613,-20.498955,60.86925,-9.236984,-73.47152,65.377975,-2.2825885,-23.240623,65.459366,-0.30222306,-74.891525,70.299736,-28.371025,-43.31027,70.80541,-28.25238,-94.69161
307,14,-37.97163,-46.544426,-1.4554528,-40.877853,-47.440937,2.703847,-41.08128,-47.17905,2.6695597,-41.375862,-46.83618,2.6439154,-41.237747,-46.540714,-8.063226,-41.652267,-45.689518,-8.060603,-42.13935,-44.72532,-8.07173,-43.865932,-39.173256,22.430683,-44.18979,-37.59158,-26.244217,-36.413338,-42.139076,6.774845,-36.771008,-40.676388,-7.374675,-32.929626,-27.75773,49.806747,-37.025738,-11.052679,-49.438896,-13.670932,-37.785423,66.56182,-14.664944,-29.232512,-67.481705,-4.300224,-65.206894,41.950016,-14.101306,-60.95426,-66.3008,-2.534498,-72.855995,41.015537,-13.112849,-70.53038,-74.22773,-4.603661,-75.773575,33.493168,-16.35498,-72.73567,-71.04407,-5.055491,-72.347275,37.675507,-16.158798,-69.10323,-64.75125,1.4257574,-6.78574,30.561838,-1.4257574,6.78574,-30.561838,23.696072,-45.125183,4.2941604,24.40827,-36.836124,-51.23147,57.9785,-16.93806,2.3093781,58.579803,-14.480072,-47.69758,62.526924,-8.339162,1.0626715,62.904404,-4.6243467,-46.97608,68.58559,-34.731556,-15.017791,69.21102,-33.291134,-59.8307
307,15,-34.29649,-47.27997,1.4293768,-37.38411,-49.12729,5.1982036,-37.6593,-48.803402,5.1673846,-38.022724,-48.423042,5.1477866,-37.63217,-48.42857,-5.5865517,-38.024174,-47.669914,-5.5892754,-38.468216,-46.859707,-5.6036735,-40.71536,-41.190685,23.17779,-40.72999,-40.228226,-25.654417,-33.34179,-42.608486,9.008289,-33.702953,-41.744648,-5.1916704,-32.764244,-28.078123,51.084145,-34.99531,-14.450021,-51.085842,-12.810508,-38.128056,69.22179,-12.402296,-29.681364,-64.49843,-3.1485338,-61.97336,47.12844,-7.292185,-60.932888,-59.714382,-1.0293308,-68.090645,45.990513,-5.569122,-69.18681,-67.597885,-3.1737995,-70.82565,38.836334,-8.096825,-71.027306,-65.6974,-3.8986523,-68.11605,43.026016,-8.636013,-67.93287,-58.613335,0.81297904,-6.4678354,32.297665,-0.81298935,6.467846,-32.297665,22.251192,-47.032784,6.5362296,22.601532,-41.30178,-54.492027,55.135803,-20.15843,6.524103,55.599167,-17.998302,-48.773994,59.686268,-12.232146,5.4403844,60.364716,-8.82747,-47.662663,65.9702,-38.340157,-9.979747,66.87595,-37.317066,-58.689053
307,16,-31.709963,-53.12084,25.784815,-34.677013,-54.012413,31.76137,-35.03025,-53.765606,31.722195,-35.455452,-53.436863,31.695873,-34.71822,-53.060966,21.7895,-35.082676,-52.233227,21.794256,-35.502037,-51.33599,21.774084,-37.722767,-46.494804,53.637608,-37.41105,-44.47676,8.633521,-30.650993,-49.140305,34.07771,-30.818705,-47.671818,20.942715,-28.898026,-32.70205,74.95434,-31.146893,-20.162008,-20.492878,-10.228311,-31.694286,86.62431,-9.695313,-32.01137,-38.55714,3.0289693,-51.555653,62.310455,-1.4916207,-61.975723,-35.576805,5.309702,-55.745552,61.193424,2.3972065,-74.87734,-42.471004,3.3531313,-59.183266,54.35973,-0.9073276,-74.121025,-39.245052,2.584306,-57.08189,58.419346,-2.206503,-71.07014,-33.880524,1.031876,-5.4474993,29.408497,-1.0318861,5.4474993,-29.408497,20.154327,-47.850693,-8.313228,20.239138,-41.63471,-53.440212,53.186237,-25.072393,-26.425276,53.298534,-22.130781,-65.58077,57.03255,-15.310168,-29.51307,57.4083,-10.98141,-66.362144,62.375458,-40.632736,-48.673553,62.97616,-38.91915,-79.59621
307,17,-28.892412,-54.313652,15.040641,-31.769323,-56.70771,20.443747,-31.95424,-56.61286,20.394194,-32.17988,-56.464737,20.35612,-32.07903,-55.771976,10.924004,-32.498806,-54.99149,10.930542,-33.005844,-54.062225,10.92246,-34.731922,-49.573498,42.15953,-35.384754,-47.60696,-0.44772524,-27.777994,-50.05618,23.34356,-28.26386,-48.673855,10.965902,-26.220507,-35.800148,62.08476,-30.658043,-20.456688,-25.836298,-6.923307,-42.63927,71.258385,-5.9928465,-36.3516,-47.260265,2.472414,-68.76036,41.01488,0.9646568,-67.92406,-48.929504,4.7117834,-74.32045,37.956417,3.5451126,-74.2814,-57.05843,2.177698,-77.1136,31.151718,-0.21101254,-77.4602,-54.36023,1.4795403,-74.33121,36.845795,-0.88850576,-75.06078,-47.771984,0.69607663,-5.779694,28.082245,-0.6960864,5.779704,-28.082245,14.706746,-52.919285,7.3878107,13.426463,-48.65756,-46.264446,46.945423,-28.606724,-0.6075568,46.9439,-26.022402,-43.187527,50.277424,-19.232481,-2.3632753,50.70304,-16.126667,-41.8609,57.73877,-42.610252,-19.361362,58.091152,-41.336147,-50.554913
307,18,-14.808398,-54.907387,-24.292053,-16.69816,-56.498466,-21.20437,-16.766706,-56.512268,-21.221228,-16.876532,-56.500023,-21.236074,-17.147013,-55.813442,-28.424559,-17.50755,-55.331455,-28.42885,-17.89311,-54.788376,-28.429148,-18.54705,-52.424847,-3.1950102,-19.361921,-50.81867,-35.8273,-13.922419,-51.800346,-17.049435,-14.610532,-50.884598,-26.470352,-10.455045,-40.511528,19.445906,-11.321114,-36.46768,-47.434025,3.6256678,-44.70773,13.542612,4.7285767,-39.80297,-60.611736,8.301144,-55.925568,-17.332277,9.204431,-58.102005,-51.250774,8.895514,-57.99067,-21.563318,10.38313,-61.771275,-57.86545,7.813717,-58.85457,-24.360987,8.923458,-62.72772,-57.030327,7.7017145,-57.687984,-19.89551,8.709316,-61.423172,-51.033325,0.17772914,-1.4158059,24.349089,-0.17773719,1.415814,-24.349089,14.4948225,-39.67582,5.392923,13.219142,-41.396637,-37.06014,39.167995,-37.012608,4.3000455,39.80042,-35.028877,-32.60033,40.939148,-33.704945,4.0525765,41.261105,-28.512918,-32.43864,41.4459,-48.58226,-8.706592,41.778072,-45.27069,-45.514397
307,19,-17.118683,-58.008415,-15.358705,-19.371714,-59.316772,-12.603257,-19.412392,-59.25422,-12.622089,-19.497412,-59.14672,-12.640113,-19.891823,-58.503754,-19.627104,-20.294247,-57.803917,-19.629732,-20.720337,-57.006096,-19.626287,-21.19264,-53.82435,3.496402,-21.818396,-51.760548,-27.927376,-15.936118,-54.792915,-8.866754,-16.492994,-53.82401,-17.952147,-11.547253,-42.367287,23.124306,-15.95829,-32.75558,-40.95258,4.0828867,-46.772675,12.98373,2.9692247,-34.36753,-51.17092,7.7712545,-63.68966,-20.703823,8.512015,-57.47225,-40.86785,8.682733,-64.83467,-25.15509,9.161859,-64.590904,-47.06634,8.251619,-66.70435,-27.329708,7.4698505,-65.30357,-45.95199,8.014353,-64.73713,-22.998089,7.985935,-62.596478,-40.44548,0.40553865,-1.9840349,23.969736,-0.40553865,1.9840349,-23.969736,13.21204,-44.38225,4.192934,11.456161,-42.05815,-37.563683,38.232533,-37.268646,1.157137,38.84025,-35.868855,-33.40325,40.023308,-30.11554,0.6367457,40.798183,-25.013723,-33.034435,41.47897,-45.566666,-12.215524,43.278355,-44.73097,-44.213417
307,20,1.5771346,-54.509323,-24.014711,0.25008667,-55.61762,-22.924002,0.080308735,-55.429863,-22.93851,-0.09593204,-55.23114,-22.92888,0.32030967,-55.46934,-27.770021,0.2263848,-55.191143,-27.78162,0.15351403,-54.918407,-27.78587,-1.443792,-52.330624,-11.821838,-1.2051791,-51.675434,-34.497375,1.7417808,-51.536987,-19.007252,1.8040462,-51.458412,-25.558794,-1.5885657,-40.637424,-0.33652303,0.82436216,-39.358925,-37.41341,-1.013799,-26.767067,-14.827169,0.46156704,-32.280056,-58.60188,1.00103,-22.095423,-43.903538,0.96923524,-30.01647,-79.345726,1.2498496,-20.538872,-49.272266,0.8430318,-29.531956,-86.93118,0.83434826,-21.613356,-51.248592,1.0260984,-30.715397,-87.71692,0.97389024,-21.967632,-45.59516,1.0714664,-30.665907,-80.28447,-0.21758737,-2.3658016,16.76367,0.21759446,2.3658016,-16.76367,8.509281,-31.743359,21.306396,4.076293,-27.318281,-47.45131,27.936121,-31.922037,30.549782,23.705873,-31.79771,-39.331608,29.502682,-23.53779,31.367401,27.131329,-27.828083,-38.49752,33.096737,-41.830616,22.469809,32.988293,-46.599815,-51.319782
